Time,"PV Prod 30deg, W","PV Prod 45deg, W","PV Prod 30deg, W","PV Prod 45deg, W"
4671,-9340,-9184.4,9340,9184.4
4672,-6894.4,-6547,6894.4,6547
4673,-3943.3,-3538,3943.3,3538
4674,-1938.8,-1685,1938.8,1685
4675,-912.43,-889.73,912.43,889.73
4676,-429.82,-416.97,429.82,416.97
4677,-127.25,-121.5,127.25,121.5
4678,-2.11E-11,-1.84E-11,2.1125E-11,1.8383E-11
4679,-4.82E-27,-3.23E-15,4.82263E-27,3.23471E-15
4680,0,0,0,0
4681,0,0,0,0
4682,0,0,0,0
4683,-124.44,-122.78,124.44,122.78
4684,-487.97,-464.86,487.97,464.86
4685,-1100.8,-1042.4,1100.8,1042.4
4686,-2163.9,-1932.2,2163.9,1932.2
4687,-3646.4,-3377.4,3646.4,3377.4
4688,-5250,-4924.3,5250,4924.3
4689,-6261.6,-6107.5,6261.6,6107.5
4690,-7007.7,-6875,7007.7,6875
4691,-8056,-7962.5,8056,7962.5
4692,-8995.7,-9011.9,8995.7,9011.9
4693,-8902.3,-8900.2,8902.3,8900.2
4694,-7487.8,-7352.2,7487.8,7352.2
4695,-5944.8,-5754.3,5944.8,5754.3
4696,-4310.7,-4089.8,4310.7,4089.8
4697,-2961.9,-2727.4,2961.9,2727.4
4698,-1829.3,-1624.3,1829.3,1624.3
4699,-898.86,-875.83,898.86,875.83
4700,-396.97,-384.6,396.97,384.6
4701,-112.38,-109.59,112.38,109.59
4702,-9.14E-12,1.28E-11,9.13697E-12,-1.2762E-11
4703,1.22E-15,-1.77E-16,-1.22116E-15,1.76781E-16
4704,0,0,0,0
4705,0,0,0,0
4706,0,0,0,0
4707,-99.242,-106.27,99.242,106.27
4708,-455.93,-484.75,455.93,484.75
4709,-1093.7,-1014.1,1093.7,1014.1
4710,-2568.6,-2092.6,2568.6,2092.6
4711,-5234.3,-4709.2,5234.3,4709.2
4712,-8321.3,-8008,8321.3,8008
4713,-10951,-10926,10951,10926
4714,-13368,-13570,13368,13570
4715,-15074,-15442,15074,15442
4716,-15510,-15926,15510,15926
4717,-14840,-15182,14840,15182
4718,-13268,-13430,13268,13430
4719,-10695,-10612,10695,10612
4720,-6381.7,-6092.9,6381.7,6092.9
4721,-3140.6,-2876.9,3140.6,2876.9
4722,-1554.3,-1409.4,1554.3,1409.4
4723,-725.97,-691.05,725.97,691.05
4724,-327.01,-310.63,327.01,310.63
4725,-87.594,-83.62,87.594,83.62
4726,2.26E-13,-1.0271,-2.26091E-13,1.0271
4727,1.65E-14,1.85E-13,-1.64811E-14,-1.84776E-13
4728,0,0,0,0
4729,0,0,0,0
4730,0,0,0,0
4731,-101.91,-103.75,101.91,103.75
4732,-440.82,-454.27,440.82,454.27
4733,-898.87,-948.17,898.87,948.17
4734,-2536.9,-1893.7,2536.9,1893.7
4735,-5816.5,-5173.8,5816.5,5173.8
4736,-9092.7,-8736.5,9092.7,8736.5
4737,-11461,-11448,11461,11448
4738,-13087,-13303,13087,13303
4739,-14409,-14719,14409,14719
4740,-14444,-14820,14444,14820
4741,-13576,-13881,13576,13881
4742,-12202,-12357,12202,12357
4743,-9874.4,-9749.8,9874.4,9749.8
4744,-7242.8,-6884.1,7242.8,6884.1
4745,-4347.2,-3854.4,4347.2,3854.4
4746,-2071.2,-1704.6,2071.2,1704.6
4747,-907.98,-911.72,907.98,911.72
4748,-405.69,-401.33,405.69,401.33
4749,-112.49,-106.72,112.49,106.72
4750,1.52E-11,2.19E-11,-1.51617E-11,-2.18766E-11
4751,1.18E-27,3.79E-27,-1.1799E-27,-3.79463E-27
4752,0,0,0,0
4753,0,0,0,0
4754,0,0,0,0
4755,-91.948,-94.316,91.948,94.316
4756,-422.46,-438.93,422.46,438.93
4757,-953.45,-978.74,953.45,978.74
4758,-2460.1,-1990.5,2460.1,1990.5
4759,-4483.8,-4089.9,4483.8,4089.9
4760,-5871.9,-5630.5,5871.9,5630.5
4761,-6774.9,-6662.5,6774.9,6662.5
4762,-8890,-8863.3,8890,8863.3
4763,-12390,-12596,12390,12596
4764,-15111,-15529,15111,15529
4765,-15430,-15822,15430,15822
4766,-13380,-13584,13380,13584
4767,-10308,-10245,10308,10245
4768,-7091.7,-6751.9,7091.7,6751.9
4769,-4398.4,-3895.9,4398.4,3895.9
4770,-2074.2,-1681.6,2074.2,1681.6
4771,-838.38,-870.94,838.38,870.94
4772,-387.4,-393.37,387.4,393.37
4773,-99.408,-98.76,99.408,98.76
4774,1.85E-28,9.95E-29,-1.8486E-28,-9.95398E-29
4775,-1.99E-49,-5.14E-49,1.9871E-49,5.14191E-49
4776,0,0,0,0
4777,0,0,0,0
4778,0,0,0,0
4779,-85.372,-87.443,85.372,87.443
4780,-419.27,-431.44,419.27,431.44
4781,-990.87,-992.44,990.87,992.44
4782,-2423.7,-1969.5,2423.7,1969.5
4783,-5046.2,-4552.7,5046.2,4552.7
4784,-8644.4,-8330.2,8644.4,8330.2
4785,-12668,-12696,12668,12696
4786,-15404,-15732,15404,15732
4787,-16312,-16791,16312,16791
4788,-15709,-16162,15709,16162
4789,-13687,-14018,13687,14018
4790,-10584,-10652,10584,10652
4791,-7750.4,-7610.3,7750.4,7610.3
4792,-5576.8,-5321.1,5576.8,5321.1
4793,-3601.5,-3280.4,3601.5,3280.4
4794,-1888.5,-1659.6,1888.5,1659.6
4795,-851.35,-829.8,851.35,829.8
4796,-327.87,-317.38,327.87,317.38
4797,-78.833,-75.919,78.833,75.919
4798,3.08E-12,-1.06E-11,-3.07989E-12,1.06112E-11
4799,1.60E-27,-3.43E-27,-1.60089E-27,3.43389E-27
4800,0,0,0,0
4801,0,0,0,0
4802,-22.059,-20.348,22.059,20.348
4803,-95.018,-93.365,95.018,93.365
4804,-375.25,-359.55,375.25,359.55
4805,-948.46,-908.03,948.46,908.03
4806,-1907.3,-1710.8,1907.3,1710.8
4807,-3364.7,-3115.5,3364.7,3115.5
4808,-5359.5,-5156.5,5359.5,5156.5
4809,-7338,-7223.2,7338,7223.2
4810,-9025.3,-9012.4,9025.3,9012.4
4811,-9945.9,-10002,9945.9,10002
4812,-10387,-10469,10387,10469
4813,-9655,-9697.4,9655,9697.4
4814,-8365.4,-8328.6,8365.4,8328.6
4815,-7138.6,-7003.1,7138.6,7003.1
4816,-5782,-5505.6,5782,5505.6
4817,-3992.3,-3599.5,3992.3,3599.5
4818,-2020,-1686,2020,1686
4819,-870.39,-875.65,870.39,875.65
4820,-358.94,-362.7,358.94,362.7
4821,-85.01,-84.814,85.01,84.814
4822,-8.87E-12,3.47E-15,8.86919E-12,-3.46885E-15
4823,-3.53E-43,-3.31E-44,3.52524E-43,3.3112E-44
4824,0,0,0,0
4825,0,0,0,0
4826,0,0,0,0
4827,-72.165,-72.911,72.165,72.911
4828,-384.83,-405.71,384.83,405.71
4829,-795.73,-845.92,795.73,845.92
4830,-2431.9,-1752.4,2431.9,1752.4
4831,-6074.7,-5335.9,6074.7,5335.9
4832,-10259,-9887.4,10259,9887.4
4833,-14122,-14182,14122,14182
4834,-16546,-16943,16546,16943
4835,-16653,-17173,16653,17173
4836,-15004,-15446,15004,15446
4837,-13344,-13671,13344,13671
4838,-11729,-11841,11729,11841
4839,-9838.9,-9747.7,9838.9,9747.7
4840,-7486.9,-7180.4,7486.9,7180.4
4841,-4585,-4057.2,4585,4057.2
4842,-2006.9,-1597,2006.9,1597
4843,-826.82,-830.5,826.82,830.5
4844,-315.45,-321.81,315.45,321.81
4845,-46.908,-48.347,46.908,48.347
4846,-2.13E-43,-8.91E-44,2.13465E-43,8.91204E-44
4847,0,0,0,0
4848,0,0,0,0
4849,0,0,0,0
4850,0,-9.29E-02,0,0.092877
4851,-69.501,-71.014,69.501,71.014
4852,-391.36,-410.78,391.36,410.78
4853,-841.64,-885.71,841.64,885.71
4854,-2380.4,-1741,2380.4,1741
4855,-5804.6,-5145.9,5804.6,5145.9
4856,-9501.3,-9193.6,9501.3,9193.6
4857,-11610,-11642,11610,11642
4858,-13209,-13471,13209,13471
4859,-15209,-15652,15209,15652
4860,-16434,-16984,16434,16984
4861,-15605,-16056,15605,16056
4862,-12903,-13132,12903,13132
4863,-8864.1,-8790.1,8864.1,8790.1
4864,-5662.5,-5414.4,5662.5,5414.4
4865,-3660.7,-3324.9,3660.7,3324.9
4866,-1957.1,-1721.7,1957.1,1721.7
4867,-875.18,-834.03,875.18,834.03
4868,-302.52,-299.15,302.52,299.15
4869,-52.534,-50.145,52.534,50.145
4870,-2.5607,-2.6403,2.5607,2.6403
4871,0,0,0,0
4872,0,0,0,0
4873,0,0,0,0
4874,0,0,0,0
4875,-77.809,-77.69,77.809,77.69
4876,-384.49,-390.77,384.49,390.77
4877,-935.71,-928.68,935.71,928.68
4878,-2317.2,-1858.6,2317.2,1858.6
4879,-4878,-4401,4878,4401
4880,-8232.7,-7981.1,8232.7,7981.1
4881,-11493,-11533,11493,11533
4882,-14075,-14377,14075,14377
4883,-15824,-16316,15824,16316
4884,-16533,-17102,16533,17102
4885,-15657,-16125,15657,16125
4886,-13631,-13896,13631,13896
4887,-11269,-11264,11269,11264
4888,-8229,-7883.5,8229,7883.5
4889,-4738.9,-4165.5,4738.9,4165.5
4890,-1997.3,-1583.8,1997.3,1583.8
4891,-754.53,-787.35,754.53,787.35
4892,-288.77,-297.81,288.77,297.81
4893,-33.331,-10.994,33.331,10.994
4894,2.63E-12,6.44E-13,-2.62871E-12,-6.44056E-13
4895,-3.28E-17,-4.37E-16,3.28158E-17,4.37352E-16
4896,0,0,0,0
4897,0,0,0,0
4898,0,0,0,0
4899,-55.443,-56.732,55.443,56.732
4900,-352.82,-367.2,352.82,367.2
4901,-785.19,-832.53,785.19,832.53
4902,-2325.1,-1711.8,2325.1,1711.8
4903,-5616.8,-5020.9,5616.8,5020.9
4904,-9067,-8777.7,9067,8777.7
4905,-11875,-11929,11875,11929
4906,-13794,-14102,13794,14102
4907,-14590,-14978,14590,14978
4908,-14783,-15255,14783,15255
4909,-13821,-14206,13821,14206
4910,-11626,-11769,11626,11769
4911,-9405.4,-9348.2,9405.4,9348.2
4912,-6941.2,-6651,6941.2,6651
4913,-4251.1,-3795.9,4251.1,3795.9
4914,-1960.5,-1636.7,1960.5,1636.7
4915,-818.95,-802.25,818.95,802.25
4916,-272.49,-270.83,272.49,270.83
4917,-29.563,-31.302,29.563,31.302
4918,-8.28E-12,1.22E-12,8.28234E-12,-1.22368E-12
4919,-1.12E-16,-4.93E-15,1.11988E-16,4.93492E-15
4920,0,0,0,0
4921,0,0,0,0
4922,-5.48E-02,-6.67E-02,0.0548239,0.0667342
4923,-66.796,-68.007,66.796,68.007
4924,-345.6,-354.93,345.6,354.93
4925,-766.32,-813.81,766.32,813.81
4926,-2365.1,-1779.1,2365.1,1779.1
4927,-5792.2,-5143.5,5792.2,5143.5
4928,-10029,-9726.4,10029,9726.4
4929,-13846,-13968,13846,13968
4930,-16615,-17074,16615,17074
4931,-18138,-18791,18138,18791
4932,-18814,-19531,18814,19531
4933,-17957,-18588,17957,18588
4934,-15683,-16079,15683,16079
4935,-12836,-12888,12836,12888
4936,-9093.7,-8734,9093.7,8734
4937,-4997.1,-4354.5,4997.1,4354.5
4938,-1933.3,-1493.5,1933.3,1493.5
4939,-690.12,-742.21,690.12,742.21
4940,-260.86,-272.44,260.86,272.44
4941,-23.723,-23.545,23.723,23.545
4942,-1.28E-12,4.65E-14,1.27598E-12,-4.65154E-14
4943,2.00E-16,3.58E-16,-1.99527E-16,-3.57878E-16
4944,0,0,0,0
4945,0,0,0,0
4946,0,0,0,0
4947,-25.002,-25.629,25.002,25.629
4948,-311.34,-326.64,311.34,326.64
4949,-746.58,-794.53,746.58,794.53
4950,-2283.3,-1666.6,2283.3,1666.6
4951,-5838.5,-5183.3,5838.5,5183.3
4952,-10171,-9874.9,10171,9874.9
4953,-14217,-14354,14217,14354
4954,-17359,-17847,17359,17847
4955,-18746,-19413,18746,19413
4956,-19112,-19834,19112,19834
4957,-18186,-18830,18186,18830
4958,-16375,-16811,16375,16811
4959,-13354,-13426,13354,13426
4960,-9301.7,-8938.8,9301.7,8938.8
4961,-5096.8,-4421.8,5096.8,4421.8
4962,-1877.3,-1390.7,1877.3,1390.7
4963,-640.81,-680.58,640.81,680.58
4964,-238.95,-249.09,238.95,249.09
4965,-15.041,-13.514,15.041,13.514
4966,-3.44E-12,2.97E-13,3.44132E-12,-2.97383E-13
4967,1.89E-16,6.46E-17,-1.88941E-16,-6.45837E-17
4968,0,0,0,0
4969,0,0,0,0
4970,0,0,0,0
4971,-15.933,-16.252,15.933,16.252
4972,-285.27,-299.11,285.27,299.11
4973,-739.49,-800.12,739.49,800.12
4974,-2236.3,-1717.9,2236.3,1717.9
4975,-5737.8,-5124.8,5737.8,5124.8
4976,-9577.6,-9328.3,9577.6,9328.3
4977,-12905,-13050,12905,13050
4978,-15577,-16022,15577,16022
4979,-17200,-17842,17200,17842
4980,-17734,-18430,17734,18430
4981,-17302,-17937,17302,17937
4982,-15707,-16140,15707,16140
4983,-13049,-13139,13049,13139
4984,-8961.7,-8638.8,8961.7,8638.8
4985,-4671.3,-4101.5,4671.3,4101.5
4986,-1891.5,-1516.2,1891.5,1516.2
4987,-716.18,-741.95,716.18,741.95
4988,-235.24,-240.25,235.24,240.25
4989,-7.1217,-5.8467,7.1217,5.8467
4990,8.90E-13,-7.45E-13,-8.90121E-13,7.44573E-13
4991,1.42E-16,-9.58E-17,-1.42269E-16,9.58127E-17
4992,0,0,0,0
4993,0,0,0,0
4994,0,0,0,0
4995,-26.844,-25.512,26.844,25.512
4996,-137,-129.56,137,129.56
4997,-701.25,-660.15,701.25,660.15
4998,-1725.5,-1559.8,1725.5,1559.8
4999,-3593.9,-3360.5,3593.9,3360.5
5000,-6431.3,-6227.6,6431.3,6227.6
5001,-9891.4,-9911,9891.4,9911
5002,-13176,-13513,13176,13513
5003,-15119,-15632,15119,15632
5004,-15256,-15797,15256,15797
5005,-14906,-15398,14906,15398
5006,-13833,-14175,13833,14175
5007,-11587,-11648,11587,11648
5008,-8335,-8044.8,8335,8044.8
5009,-4669.2,-4128.6,4669.2,4128.6
5010,-1848.8,-1461.6,1848.8,1461.6
5011,-659.03,-688.87,659.03,688.87
5012,-225.05,-229.53,225.05,229.53
5013,-7.2018,-5.8408,7.2018,5.8408
5014,5.20E-60,5.08E-61,-5.20186E-60,-5.07748E-61
5015,-8.35E-77,1.52E-77,8.35446E-77,-1.51572E-77
5016,0,0,0,0
5017,0,0,0,0
5018,0,0,0,0
5019,0,0,0,0
5020,-229.8,-218.07,229.8,218.07
5021,-804.36,-783.76,804.36,783.76
5022,-1970.4,-1695.2,1970.4,1695.2
5023,-3883.6,-3584,3883.6,3584
5024,-5915.5,-5722.4,5915.5,5722.4
5025,-7916.4,-7864.8,7916.4,7864.8
5026,-9424.2,-9482.7,9424.2,9482.7
5027,-10218,-10345,10218,10345
5028,-10400,-10544,10400,10544
5029,-10501,-10642,10501,10642
5030,-10522,-10671,10522,10671
5031,-9334.2,-9319.1,9334.2,9319.1
5032,-6741.1,-6507.9,6741.1,6507.9
5033,-3755.8,-3424.3,3755.8,3424.3
5034,-1682.6,-1465.8,1682.6,1465.8
5035,-678.8,-660.34,678.8,660.34
5036,-181.04,-175.78,181.04,175.78
5037,-22.154,-21.878,22.154,21.878
5038,-1.6469,-1.6925,1.6469,1.6925
5039,2.77E-13,6.18E-13,-2.76963E-13,-6.17799E-13
5040,0,0,0,0
5041,0,0,0,0
5042,0,0,0,0
5043,-19.653,-18.695,19.653,18.695
5044,-280.94,-267.25,280.94,267.25
5045,-843.89,-770.93,843.89,770.93
5046,-1656.2,-1495.9,1656.2,1495.9
5047,-2796,-2624.6,2796,2624.6
5048,-4040.3,-3880.3,4040.3,3880.3
5049,-5349.9,-5218.8,5349.9,5218.8
5050,-6511.2,-6422.1,6511.2,6422.1
5051,-7225.2,-7164.6,7225.2,7164.6
5052,-7574.9,-7531.1,7574.9,7531.1
5053,-7342.1,-7285.8,7342.1,7285.8
5054,-6534,-6440.5,6534,6440.5
5055,-5564.1,-5424,5564.1,5424
5056,-4220.3,-4040.2,4220.3,4040.2
5057,-2722.4,-2531.6,2722.4,2531.6
5058,-1491.5,-1353.1,1491.5,1353.1
5059,-574.24,-546.06,574.24,546.06
5060,-142.99,-135.27,142.99,135.27
5061,-40.004,-37.858,40.004,37.858
5062,3.98E-14,-6.53E-14,-3.97807E-14,6.52808E-14
5063,-2.44E-15,-1.59E-14,2.44081E-15,1.59082E-14
5064,0,0,0,0
5065,0,0,0,0
5066,0,0,0,0
5067,-46.571,-44.034,46.571,44.034
5068,-200.15,-189.04,200.15,189.04
5069,-735.93,-694.48,735.93,694.48
5070,-1709.7,-1590.3,1709.7,1590.3
5071,-3036.7,-2840.4,3036.7,2840.4
5072,-4892.2,-4714.4,4892.2,4714.4
5073,-6102.3,-5993.4,6102.3,5993.4
5074,-6000.1,-5905.1,6000.1,5905.1
5075,-5021.8,-4844.9,5021.8,4844.9
5076,-5028.7,-4850.3,5028.7,4850.3
5077,-5233.3,-5054.9,5233.3,5054.9
5078,-4935.8,-4771.9,4935.8,4771.9
5079,-4627,-4493.3,4627,4493.3
5080,-3977.2,-3789.9,3977.2,3789.9
5081,-2981.4,-2768.5,2981.4,2768.5
5082,-1629,-1420.3,1629,1420.3
5083,-663.91,-647.06,663.91,647.06
5084,-148.24,-143.03,148.24,143.03
5085,0,0,0,0
5086,0,0,0,0
5087,0,0,0,0
5088,0,0,0,0
5089,0,0,0,0
5090,0,0,0,0
5091,-19.037,-19.773,19.037,19.773
5092,-252.95,-249.57,252.95,249.57
5093,-800.5,-782.86,800.5,782.86
5094,-1896.2,-1638.5,1896.2,1638.5
5095,-3892.3,-3599.5,3892.3,3599.5
5096,-6437.8,-6291,6437.8,6291
5097,-8950.7,-8993.8,8950.7,8993.8
5098,-11004,-11220,11004,11220
5099,-11683,-11985,11683,11985
5100,-11215,-11535,11215,11535
5101,-11551,-11838,11551,11838
5102,-12208,-12571,12208,12571
5103,-11014,-11101,11014,11101
5104,-7910.8,-7694.3,7910.8,7694.3
5105,-4326,-3875.5,4326,3875.5
5106,-1781.5,-1456.5,1781.5,1456.5
5107,-747.05,-754.1,747.05,754.1
5108,-281.73,-275.26,281.73,275.26
5109,-3.41E-11,-4.43E-11,3.4103E-11,4.43271E-11
5110,0,0,0,0
5111,0,0,0,0
5112,0,0,0,0
5113,0,0,0,0
5114,-0.12516,0,0.12516,0
5115,-13.108,-13.612,13.108,13.612
5116,-257.79,-235.57,257.79,235.57
5117,-744.86,-736.58,744.86,736.58
5118,-1776.5,-1562.7,1776.5,1562.7
5119,-3480.8,-3247.9,3480.8,3247.9
5120,-5423.4,-5270.1,5423.4,5270.1
5121,-7457.1,-7421.4,7457.1,7421.4
5122,-9698.7,-9845.2,9698.7,9845.2
5123,-12085,-12422,12085,12422
5124,-13912,-14439,13912,14439
5125,-14177,-14711,14177,14711
5126,-13203,-13589,13203,13589
5127,-11555,-11703,11555,11703
5128,-8327.7,-8126.2,8327.7,8126.2
5129,-4371.7,-3905.3,4371.7,3905.3
5130,-1633,-1333.7,1633,1333.7
5131,-724.97,-722.59,724.97,722.59
5132,-242.43,-236.43,242.43,236.43
5133,0,0,0,0
5134,0,0,0,0
5135,0,0,0,0
5136,0,0,0,0
5137,0,0,0,0
5138,0,0,0,0
5139,1.4204,3.7532,-1.4204,-3.7532
5140,-223.69,-226.27,223.69,226.27
5141,-757.58,-760.57,757.58,760.57
5142,-1993.4,-1624.5,1993.4,1624.5
5143,-4691,-4322.7,4691,4322.7
5144,-7984.5,-7865.4,7984.5,7865.4
5145,-11405,-11603,11405,11603
5146,-14303,-14792,14303,14792
5147,-16000,-16691,16000,16691
5148,-16624,-17372,16624,17372
5149,-15934,-16614,15934,16614
5150,-13118,-13523,13118,13523
5151,-9839.3,-9955,9839.3,9955
5152,-6622,-6435.5,6622,6435.5
5153,-3954.9,-3581.3,3954.9,3581.3
5154,-1660.2,-1345.3,1660.2,1345.3
5155,-703.95,-720.18,703.95,720.18
5156,-276.38,-270.31,276.38,270.31
5157,3.61E-11,-2.67E-11,-3.60848E-11,2.66703E-11
5158,0,0,0,0
5159,0,0,0,0
5160,0,0,0,0
5161,0,0,0,0
5162,0,0,0,0
5163,1.5728,4.168,-1.5728,-4.168
5164,-171.72,-183.97,171.72,183.97
5165,-585.02,-646.46,585.02,646.46
5166,-2048.8,-1543.6,2048.8,1543.6
5167,-5073.7,-4632.9,5073.7,4632.9
5168,-8462.8,-8345.6,8462.8,8345.6
5169,-11535,-11754,11535,11754
5170,-13375,-13822,13375,13822
5171,-13221,-13727,13221,13727
5172,-11302,-11417,11302,11417
5173,-9920.7,-10080,9920.7,10080
5174,-8971.7,-9055.7,8971.7,9055.7
5175,-7209.2,-7168,7209.2,7168
5176,-5278,-5107.9,5278,5107.9
5177,-3357.6,-3073.8,3357.6,3073.8
5178,-1585.2,-1355.2,1585.2,1355.2
5179,-677.09,-672.47,677.09,672.47
5180,-216.14,-209.01,216.14,209.01
5181,4.11E-11,-2.35E-11,-4.10861E-11,2.35142E-11
5182,3.00E-15,6.02E-15,-2.9957E-15,-6.01737E-15
5183,2.29E-27,-3.60E-27,-2.28828E-27,3.59718E-27
5184,0,0,0,0
5185,0,0,0,0
5186,0,0,0,0
5187,-50.765,-51.309,50.765,51.309
5188,-244.49,-247.41,244.49,247.41
5189,-792.31,-738.37,792.31,738.37
5190,-1981.7,-1818.8,1981.7,1818.8
5191,-3720.2,-3467.6,3720.2,3467.6
5192,-5608.9,-5467,5608.9,5467
5193,-6830.9,-6805.8,6830.9,6805.8
5194,-8738.3,-8828.7,8738.3,8828.7
5195,-11426,-11759,11426,11759
5196,-14109,-14693,14109,14693
5197,-13714,-14257,13714,14257
5198,-10430,-10660,10430,10660
5199,-6760.9,-6718.8,6760.9,6718.8
5200,-4639.5,-4486.6,4639.5,4486.6
5201,-3324.4,-3046.4,3324.4,3046.4
5202,-1673,-1472.8,1673,1472.8
5203,-674.16,-677.51,674.16,677.51
5204,-239.27,-233.1,239.27,233.1
5205,-2.22E-27,3.08E-27,2.22171E-27,-3.07912E-27
5206,3.92E-44,1.13E-42,-3.92207E-44,-1.12522E-42
5207,-5.76E-47,-5.97E-47,5.76294E-47,5.96816E-47
5208,0,0,0,0
5209,0,0,0,0
5210,0,0,0,0
5211,0,0,0,0
5212,-294.49,-284.88,294.49,284.88
5213,-791.43,-790.13,791.43,790.13
5214,-1877.1,-1584,1877.1,1584
5215,-3846.1,-3574.3,3846.1,3574.3
5216,-5850.4,-5713.4,5850.4,5713.4
5217,-7170.5,-7161.6,7170.5,7161.6
5218,-8257.6,-8335.8,8257.6,8335.8
5219,-9428.7,-9582.6,9428.7,9582.6
5220,-11112,-11448,11112,11448
5221,-11914,-12286,11914,12286
5222,-11273,-11557,11273,11557
5223,-9148.1,-9230.9,9148.1,9230.9
5224,-6129.4,-5987.4,6129.4,5987.4
5225,-3693.6,-3375.8,3693.6,3375.8
5226,-1606.5,-1327.1,1606.5,1327.1
5227,-625.01,-637.04,625.01,637.04
5228,-211.62,-206.41,211.62,206.41
5229,-5.44E-28,-1.94E-27,5.43781E-28,1.93718E-27
5230,-3.76E-93,-7.61E-92,3.75735E-93,7.60574E-92
5231,0,0,0,0
5232,0,0,0,0
5233,0,0,0,0
5234,0,0,0,0
5235,0,0,0,0
5236,-269.43,-263.15,269.43,263.15
5237,-759.74,-760.2,759.74,760.2
5238,-1870.2,-1552,1870.2,1552
5239,-4092.6,-3817.8,4092.6,3817.8
5240,-6831.9,-6734.8,6831.9,6734.8
5241,-9758.1,-9939.5,9758.1,9939.5
5242,-13138,-13631,13138,13631
5243,-15971,-16745,15971,16745
5244,-17460,-18351,17460,18351
5245,-17058,-17889,17058,17889
5246,-15073,-15726,15073,15726
5247,-12148,-12429,12148,12429
5248,-8206.8,-8084.8,8206.8,8084.8
5249,-4181.3,-3778.5,4181.3,3778.5
5250,-1547.9,-1270.6,1547.9,1270.6
5251,-543.72,-562.66,543.72,562.66
5252,-181.34,-177.63,181.34,177.63
5253,-7.63E-14,1.01E-12,7.62804E-14,-1.01049E-12
5254,2.61E-27,-3.29E-17,-2.60696E-27,3.28541E-17
5255,-8.76E-59,7.38E-45,8.75852E-59,-7.37782E-45
5256,0,0,0,0
5257,0,0,0,0
5258,0,0,0,0
5259,-1.0328,0,1.0328,0
5260,-249.21,-243.72,249.21,243.72
5261,-689.99,-709.67,689.99,709.67
5262,-1886.7,-1506.7,1886.7,1506.7
5263,-4207.5,-3920.3,4207.5,3920.3
5264,-6385.4,-6303.1,6385.4,6303.1
5265,-7356.2,-7369.2,7356.2,7369.2
5266,-7926.1,-8005.2,7926.1,8005.2
5267,-8309.2,-8430.3,8309.2,8430.3
5268,-7432.1,-7428.3,7432.1,7428.3
5269,-6227.1,-6178.9,6227.1,6178.9
5270,-4928.8,-4824.1,4928.8,4824.1
5271,-4036.3,-3875.9,4036.3,3875.9
5272,-3340.9,-3207,3340.9,3207
5273,-2385.9,-2226.3,2385.9,2226.3
5274,-1211.5,-1097.5,1211.5,1097.5
5275,-526.3,-501.69,526.3,501.69
5276,-159.77,-151.85,159.77,151.85
5277,2.74E-42,3.14E-33,-2.73884E-42,-3.13506E-33
5278,-2.23E-91,-9.46E-83,2.22884E-91,9.45594E-83
5279,0,-1.64E-98,0,1.64401E-98
5280,0,0,0,0
5281,0,0,0,0
5282,0,0,0,0
5283,0,0,0,0
5284,-216.33,-199.01,216.33,199.01
5285,-688.24,-669.8,688.24,669.8
5286,-1464.2,-1311.5,1464.2,1311.5
5287,-2482.4,-2337.4,2482.4,2337.4
5288,-3802.3,-3671.6,3802.3,3671.6
5289,-4987.7,-4892.1,4987.7,4892.1
5290,-6015.2,-5958.3,6015.2,5958.3
5291,-7331.1,-7329.4,7331.1,7329.4
5292,-9113.1,-9283.5,9113.1,9283.5
5293,-9530.1,-9716.2,9530.1,9716.2
5294,-8151.9,-8245.9,8151.9,8245.9
5295,-5497.9,-5396.5,5497.9,5396.5
5296,-3534,-3398.7,3534,3398.7
5297,-2447.9,-2280.7,2447.9,2280.7
5298,-1333.1,-1175.3,1333.1,1175.3
5299,-562.2,-557.08,562.2,557.08
5300,-165.03,-160.65,165.03,160.65
5301,2.25E-15,5.98E-15,-2.25186E-15,-5.97768E-15
5302,3.68E-28,-3.60E-28,-3.67658E-28,3.59703E-28
5303,9.41E-44,-8.51E-44,-9.41119E-44,8.51332E-44
5304,0,0,0,0
5305,0,0,0,0
5306,0,0,0,0
5307,0,0,0,0
5308,-215.14,-210.14,215.14,210.14
5309,-656.35,-671.12,656.35,671.12
5310,-1808.5,-1479.1,1808.5,1479.1
5311,-4145,-3880.5,4145,3880.5
5312,-6870.7,-6809.2,6870.7,6809.2
5313,-10075,-10338,10075,10338
5314,-12799,-13323,12799,13323
5315,-14420,-15098,14420,15098
5316,-15348,-16112,15348,16112
5317,-14587,-15278,14587,15278
5318,-12798,-13306,12798,13306
5319,-10521,-10776,10521,10776
5320,-7407.4,-7324.5,7407.4,7324.5
5321,-3865.1,-3537.5,3865.1,3537.5
5322,-1443.4,-1215.7,1443.4,1215.7
5323,-524.53,-532.99,524.53,532.99
5324,-151.75,-149.26,151.75,149.26
5325,8.47E-34,9.83E-34,-8.46699E-34,-9.82922E-34
5326,0,0,0,0
5327,0,0,0,0
5328,0,0,0,0
5329,0,0,0,0
5330,0,0,0,0
5331,0,0,0,0
5332,-148.49,-148.05,148.49,148.05
5333,-550.14,-573.54,550.14,573.54
5334,-1746,-1321.2,1746,1321.2
5335,-5001.9,-4670,5001.9,4670
5336,-8931.3,-8969.1,8931.3,8969.1
