Time,"PV Prod 30deg, W","PV Prod 45deg, W","PV Prod 30deg, W","PV Prod 45deg, W"
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,-469.44,-665.39,469.44,665.39
10,-3147.4,-4410,3147.4,4410
11,-6155,-8476.6,6155,8476.6
12,-8130.1,-11213,8130.1,11213
13,-7440.3,-10449,7440.3,10449
14,-4568.3,-6736.4,4568.3,6736.4
15,-445.81,-692.48,445.81,692.48
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,-493.07,-697.67,493.07,697.67
34,-2729.8,-3772.5,2729.8,3772.5
35,-4464.7,-6013.7,4464.7,6013.7
36,-5271.1,-7082.2,5271.1,7082.2
37,-4873,-6668.4,4873,6668.4
38,-3164.1,-4550,3164.1,4550
39,-374.18,-554.63,374.18,554.63
40,0,0,0,0
41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,0,0,0,0
50,0,0,0,0
51,0,0,0,0
52,0,0,0,0
53,0,0,0,0
54,0,0,0,0
55,0,0,0,0
56,0,0,0,0
57,-180.56,-218.64,180.56,218.64
58,-1041.4,-1320.9,1041.4,1320.9
59,-1911.2,-2393.2,1911.2,2393.2
60,-2445.5,-3090.2,2445.5,3090.2
61,-2589.8,-3375.9,2589.8,3375.9
62,-2182.2,-3038.9,2182.2,3038.9
63,-387.67,-560.55,387.67,560.55
64,0,0,0,0
65,0,0,0,0
66,0,0,0,0
67,0,0,0,0
68,0,0,0,0
69,0,0,0,0
70,0,0,0,0
71,0,0,0,0
72,0,0,0,0
73,0,0,0,0
74,0,0,0,0
75,0,0,0,0
76,0,0,0,0
77,0,0,0,0
78,0,0,0,0
79,0,0,0,0
80,0,0,0,0
81,-828.13,-1228.9,828.13,1228.9
82,-4074,-5764.9,4074,5764.9
83,-5862.5,-8014.3,5862.5,8014.3
84,-7000.1,-9544.7,7000.1,9544.7
85,-6432.9,-8921.5,6432.9,8921.5
86,-4199.8,-6103.9,4199.8,6103.9
87,-586.98,-902.17,586.98,902.17
88,0,0,0,0
89,0,0,0,0
90,0,0,0,0
91,0,0,0,0
92,0,0,0,0
93,0,0,0,0
94,0,0,0,0
95,0,0,0,0
96,0,0,0,0
97,0,0,0,0
98,0,0,0,0
99,0,0,0,0
100,0,0,0,0
101,0,0,0,0
102,0,0,0,0
103,0,0,0,0
104,0,0,0,0
105,-1137.3,-1743.9,1137.3,1743.9
106,-5605.9,-8071.3,5605.9,8071.3
107,-7537.2,-10434,7537.2,10434
108,-8121.9,-11143,8121.9,11143
109,-6739.3,-9349.9,6739.3,9349.9
110,-3845,-5535.5,3845,5535.5
111,-481.32,-716.07,481.32,716.07
112,0,0,0,0
113,0,0,0,0
114,0,0,0,0
115,0,0,0,0
116,0,0,0,0
117,0,0,0,0
118,0,0,0,0
119,0,0,0,0
120,0,0,0,0
121,0,0,0,0
122,0,0,0,0
123,0,0,0,0
124,0,0,0,0
125,0,0,0,0
126,0,0,0,0
127,0,0,0,0
128,-51.138,-62.232,51.138,62.232
129,-213.38,-259.5,213.38,259.5
130,-729.74,-873.24,729.74,873.24
131,-1155.6,-1378.1,1155.6,1378.1
132,-1432.8,-1705.4,1432.8,1705.4
133,-1143.8,-1376,1143.8,1376
134,-667.34,-809.07,667.34,809.07
135,-142.36,-170.03,142.36,170.03
136,-9.16E-13,-3.31E-13,9.15744E-13,3.3112E-13
137,-1.20E-13,-4.69E-14,1.19936E-13,4.69031E-14
138,-2.84E-15,-1.62E-15,2.83813E-15,1.62239E-15
139,2.93E-29,-3.59E-30,-2.93335E-29,3.59132E-30
140,-5.32E-45,7.55E-45,5.32319E-45,-7.54924E-45
141,-2.36E-48,3.65E-47,2.36449E-48,-3.64636E-47
142,4.18E-61,1.60E-60,-4.1812E-61,-1.59513E-60
143,-1.96E-64,-8.70E-63,1.9611E-64,8.69572E-63
144,0,0,0,0
145,0,0,0,0
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,0,0,0,0
150,0,0,0,0
151,0,0,0,0
152,0,0,0,0
153,-192.64,-232.22,192.64,232.22
154,-960.51,-1193.2,960.51,1193.2
155,-1514.3,-1834.8,1514.3,1834.8
156,-1651.1,-1984.7,1651.1,1984.7
157,-1289.1,-1550.8,1289.1,1550.8
158,-626.71,-760.35,626.71,760.35
159,-106.03,-120.79,106.03,120.79
160,-1.8345,-2.0444,1.8345,2.0444
161,-2.70E-16,1.23E-13,2.69851E-16,-1.22719E-13
162,1.48E-15,5.25E-15,-1.47959E-15,-5.25451E-15
163,1.26E-30,-4.16E-29,-1.26091E-30,4.15975E-29
164,7.76E-32,-8.47E-30,-7.7623E-32,8.46536E-30
165,-9.63E-32,-3.85E-31,9.6276E-32,3.84803E-31
166,-1.40E-46,4.62E-45,1.3999E-46,-4.61825E-45
167,-8.62E-48,9.40E-46,8.61789E-48,-9.39844E-46
168,0,0,0,0
169,0,0,0,0
170,0,0,0,0
171,0,0,0,0
172,0,0,0,0
173,0,0,0,0
174,0,0,0,0
175,0,0,0,0
176,0,0,0,0
177,-208.38,-251.38,208.38,251.38
178,-851.27,-1041.5,851.27,1041.5
179,-1191.5,-1397.8,1191.5,1397.8
180,-1381.1,-1616.5,1381.1,1616.5
181,-1242.3,-1483.4,1242.3,1483.4
182,-658.1,-796,658.1,796
183,-145.03,-174.27,145.03,174.27
184,0,0,0,0
185,0,0,0,0
186,0,0,0,0
187,0,0,0,0
188,0,0,0,0
189,0,0,0,0
190,0,0,0,0
191,0,0,0,0
192,0,0,0,0
193,0,0,0,0
194,0,0,0,0
195,0,0,0,0
196,0,0,0,0
197,0,0,0,0
198,0,0,0,0
199,0,0,0,0
200,0,0,0,0
201,-1135.2,-1717.2,1135.2,1717.2
202,-5436.1,-7743.5,5436.1,7743.5
203,-7012.3,-9600.4,7012.3,9600.4
204,-7801.2,-10599,7801.2,10599
205,-6735.2,-9254.3,6735.2,9254.3
206,-4103.5,-5835.8,4103.5,5835.8
207,-697.51,-1026.7,697.51,1026.7
208,0,0,0,0
209,0,0,0,0
210,0,0,0,0
211,0,0,0,0
212,0,0,0,0
213,0,0,0,0
214,0,0,0,0
215,0,0,0,0
216,0,0,0,0
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,0,0,0,0
222,0,0,0,0
223,0,0,0,0
224,0,0,0,0
225,-1034.4,-1526.8,1034.4,1526.8
226,-4480.8,-6287.1,4480.8,6287.1
227,-5388.1,-7241.7,5388.1,7241.7
228,-5168.5,-6825.8,5168.5,6825.8
229,-4513.7,-6018.8,4513.7,6018.8
230,-3119.1,-4330.2,3119.1,4330.2
231,-681.85,-973.94,681.85,973.94
232,0,0,0,0
233,0,0,0,0
234,0,0,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,0
238,0,0,0,0
239,0,0,0,0
240,0,0,0,0
241,0,0,0,0
242,0,0,0,0
243,0,0,0,0
244,0,0,0,0
245,0,0,0,0
246,0,0,0,0
247,0,0,0,0
248,-20.249,-30.67,20.249,30.67
249,-360.32,-466.72,360.32,466.72
250,-1044.5,-1290.1,1044.5,1290.1
251,-1445.7,-1722.2,1445.7,1722.2
252,-1657.7,-1970,1657.7,1970
253,-1381.9,-1649.1,1381.9,1649.1
254,-772.68,-937.95,772.68,937.95
255,-194.51,-230.05,194.51,230.05
256,0,0,0,0
257,0,0,0,0
258,0,0,0,0
259,0,0,0,0
260,0,0,0,0
261,0,0,0,0
262,0,0,0,0
263,0,0,0,0
264,0,0,0,0
265,0,0,0,0
266,0,0,0,0
267,0,0,0,0
268,0,0,0,0
269,0,0,0,0
270,0,0,0,0
271,0,0,0,0
272,-19.444,-29.7,19.444,29.7
273,-350.78,-450.32,350.78,450.32
274,-1241.5,-1553.7,1241.5,1553.7
275,-1986.5,-2437.3,1986.5,2437.3
276,-2332.8,-2857.6,2332.8,2857.6
277,-2927.9,-3761.7,2927.9,3761.7
278,-2304.7,-3061.1,2304.7,3061.1
279,-508.76,-659.65,508.76,659.65
280,0,0,0,0
281,0,0,0,0
282,0,0,0,0
283,0,0,0,0
284,0,0,0,0
285,0,0,0,0
286,0,0,0,0
287,0,0,0,0
288,0,0,0,0
289,0,0,0,0
290,0,0,0,0
291,0,0,0,0
292,0,0,0,0
293,0,0,0,0
294,0,0,0,0
295,0,0,0,0
296,-48.676,-75.793,48.676,75.793
297,-803.84,-1120.4,803.84,1120.4
298,-2575,-3436.6,2575,3436.6
299,-2924,-3725.3,2924,3725.3
300,-2588.4,-3218.8,2588.4,3218.8
301,-1915.3,-2349.6,1915.3,2349.6
302,-1118,-1390.4,1118,1390.4
303,-395.2,-507.84,395.2,507.84
304,8.16E-12,6.33E-12,-8.16216E-12,-6.32712E-12
305,5.77E-14,3.85E-14,-5.77085E-14,-3.85217E-14
306,6.05E-15,4.13E-15,-6.04827E-15,-4.12699E-15
307,-3.63E-29,7.42E-29,3.62655E-29,-7.4211E-29
308,-6.12E-31,-4.43E-31,6.11659E-31,4.43057E-31
309,-1.17E-44,1.24E-44,1.17449E-44,-1.23877E-44
310,6.61E-47,1.81E-47,-6.6114E-47,-1.80577E-47
311,-1.43E-60,-7.97E-61,1.428E-60,7.96742E-61
312,0,0,0,0
313,0,0,0,0
314,0,0,0,0
315,0,0,0,0
316,0,0,0,0
317,0,0,0,0
318,0,0,0,0
319,-0.95523,-2.6744,0.95523,2.6744
320,-132.1,-203.93,132.1,203.93
321,-1195.4,-1789.2,1195.4,1789.2
322,-4796.1,-6699.6,4796.1,6699.6
323,-6258.1,-8418.7,6258.1,8418.7
324,-6639.7,-8848.1,6639.7,8848.1
325,-6159.1,-8302.3,6159.1,8302.3
326,-4908.7,-6914.7,4908.7,6914.7
327,-1097.1,-1624.1,1097.1,1624.1
328,-9.41E-12,2.47E-12,9.41213E-12,-2.47308E-12
329,7.38E-27,8.69E-28,-7.38129E-27,-8.69247E-28
330,8.13E-31,-2.76E-31,-8.13127E-31,2.76323E-31
331,1.40E-43,2.07E-44,-1.40397E-43,-2.0673E-44
332,-2.60E-46,4.42E-47,2.59656E-46,-4.41554E-47
333,-2.09E-59,3.80E-60,2.0925E-59,-3.80275E-60
334,-1.01E-60,1.86E-61,1.01139E-60,-1.85623E-61
335,8.97E-64,-9.33E-64,-8.9731E-64,9.32819E-64
336,0,0,0,0
337,0,0,0,0
338,0,0,0,0
339,0,0,0,0
340,0,0,0,0
341,0,0,0,0
342,0,0,0,0
343,0,0,0,0
344,-23.228,-29.678,23.228,29.678
345,-387.96,-492.06,387.96,492.06
346,-1294.1,-1604.2,1294.1,1604.2
347,-2382.2,-2948.2,2382.2,2948.2
348,-3024.1,-3770.7,3024.1,3770.7
349,-3021.1,-3840.7,3021.1,3840.7
350,-2836.3,-3826.8,2836.3,3826.8
351,-830.01,-1185.8,830.01,1185.8
352,-35.783,-63.378,35.783,63.378
353,0,0,0,0
354,0,0,0,0
355,0,0,0,0
356,0,0,0,0
357,0,0,0,0
358,0,0,0,0
359,0,0,0,0
360,0,0,0,0
361,0,0,0,0
362,0,0,0,0
363,0,0,0,0
364,0,0,0,0
365,0,0,0,0
366,0,0,0,0
367,0,0,0,0
368,-65.942,-134.48,65.942,134.48
369,-1500.2,-2236.2,1500.2,2236.2
370,-4317.2,-5934.5,4317.2,5934.5
371,-4356,-5674.2,4356,5674.2
372,-3171.4,-3958.8,3171.4,3958.8
373,-2031,-2466.6,2031,2466.6
374,-1325.1,-1650.1,1325.1,1650.1
375,-513.63,-669.67,513.63,669.67
376,-22.806,-36.024,22.806,36.024
377,0,0,0,0
378,0,0,0,0
379,0,0,0,0
380,0,0,0,0
381,0,0,0,0
382,0,0,0,0
383,0,0,0,0
384,0,0,0,0
385,0,0,0,0
386,0,0,0,0
387,0,0,0,0
388,0,0,0,0
389,0,0,0,0
390,0,0,0,0
391,0,0,0,0
392,-45.009,-62.063,45.009,62.063
393,-428.05,-537.82,428.05,537.82
394,-1117.7,-1355.5,1117.7,1355.5
395,-1364,-1561.9,1364,1561.9
396,-1600.9,-1832.5,1600.9,1832.5
397,-1398.7,-1611.6,1398.7,1611.6
398,-999.85,-1200.6,999.85,1200.6
399,-389.48,-485.01,389.48,485.01
400,-30.792,-42.96,30.792,42.96
401,0,0,0,0
402,0,0,0,0
403,0,0,0,0
404,0,0,0,0
405,0,0,0,0
406,0,0,0,0
407,0,0,0,0
408,0,0,0,0
409,0,0,0,0
410,0,0,0,0
411,0,0,0,0
412,0,0,0,0
413,0,0,0,0
414,0,0,0,0
415,0,0,0,0
416,-43.926,-60.86,43.926,60.86
417,-445.88,-558.73,445.88,558.73
418,-1146.4,-1383,1146.4,1383
419,-1387.2,-1582.1,1387.2,1582.1
420,-1603.7,-1827.7,1603.7,1827.7
421,-1390.6,-1591,1390.6,1591
422,-972.89,-1159.5,972.89,1159.5
423,-319.37,-383.36,319.37,383.36
424,-34.255,-41.471,34.255,41.471
425,0,0,0,0
426,0,0,0,0
427,0,0,0,0
428,0,0,0,0
429,0,0,0,0
430,0,0,0,0
431,0,0,0,0
432,0,0,0,0
433,0,0,0,0
434,0,0,0,0
435,0,0,0,0
436,0,0,0,0
437,0,0,0,0
438,0,0,0,0
439,0,0,0,0
440,-128.9,-259.39,128.9,259.39
441,-2065,-3099.1,2065,3099.1
442,-6016.9,-8385.4,6016.9,8385.4
443,-7638.5,-10243,7638.5,10243
444,-7849.7,-10395,7849.7,10395
445,-6435.4,-8550.9,6435.4,8550.9
446,-3874.2,-5240.1,3874.2,5240.1
447,-996.5,-1385.1,996.5,1385.1
448,-73.484,-116.19,73.484,116.19
449,0,0,0,0
450,0,0,0,0
451,0,0,0,0
452,0,0,0,0
453,0,0,0,0
454,0,0,0,0
455,0,0,0,0
456,0,0,0,0
457,0,0,0,0
458,0,0,0,0
459,0,0,0,0
460,0,0,0,0
461,0,0,0,0
462,0,0,0,0
463,-18.54,-29.049,18.54,29.049
464,-253.63,-347.64,253.63,347.64
465,-1153.6,-1550.3,1153.6,1550.3
466,-2777.7,-3626.3,2777.7,3626.3
467,-4483.2,-5787.8,4483.2,5787.8
468,-5490.1,-7084.9,5490.1,7084.9
469,-5633,-7394.8,5633,7394.8
470,-4615.7,-6290.5,4615.7,6290.5
471,-1621.7,-2269.5,1621.7,2269.5
472,-156.69,-259.82,156.69,259.82
473,-2.1036,-5.915,2.1036,5.915
474,2.34E-13,5.65E-14,-2.34473E-13,-5.65217E-14
475,8.54E-16,-4.69E-15,-8.54083E-16,4.6945E-15
476,-1.21E-28,1.04E-28,1.20863E-28,-1.04205E-28
477,-1.68E-31,1.43E-29,1.68084E-31,-1.42744E-29
478,-3.66E-32,3.42E-31,3.66076E-32,-3.41816E-31
479,2.91E-44,-1.66E-44,-2.9099E-44,1.65959E-44
480,0,0,0,0
481,0,0,0,0
482,0,0,0,0
483,0,0,0,0
484,0,0,0,0
485,0,0,0,0
486,0,0,0,0
487,0,0,0,0
488,-137.08,-160.37,137.08,160.37
489,-501.37,-598.95,501.37,598.95
490,-1622.2,-1984,1622.2,1984
491,-2749.1,-3395.9,2749.1,3395.9
492,-3802.9,-4756.9,3802.9,4756.9
493,-4500,-5817.7,4500,5817.7
494,-3630.1,-4836.2,3630.1,4836.2
495,-1988.3,-2789.3,1988.3,2789.3
496,-272.69,-405.43,272.69,405.43
497,-19.617,-36.297,19.617,36.297
498,-7.37E-13,-2.84E-14,7.36854E-13,2.84217E-14
499,3.44E-15,-1.53E-14,-3.4359E-15,1.53071E-14
500,-4.09E-28,-1.62E-28,4.09147E-28,1.62433E-28
501,-4.78E-29,-2.67E-29,4.78484E-29,2.6749E-29
502,0,-7.21E-31,0,7.21034E-31
503,0,8.51E-45,0,-8.51117E-45
504,0,-7.18E-47,0,7.17847E-47
505,0,0,0,0
506,0,0,0,0
507,0,0,0,0
508,0,0,0,0
509,0,0,0,0
510,0,0,0,0
511,0,0,0,0
512,-106.34,-144.91,106.34,144.91
513,-766.65,-985.49,766.65,985.49
514,-2252,-2863.4,2252,2863.4
515,-3294.9,-4099.8,3294.9,4099.8
516,-3582.8,-4418.9,3582.8,4418.9
517,-3125.6,-3872.2,3125.6,3872.2
518,-1842.3,-2291.5,1842.3,2291.5
519,-729.71,-923.44,729.71,923.44
520,-96.543,-119.11,96.543,119.11
521,0,0,0,0
522,0,0,0,0
523,0,0,0,0
524,0,0,0,0
525,0,0,0,0
526,0,0,0,0
527,0,0,0,0
528,0,0,0,0
529,0,0,0,0
530,0,0,0,0
531,0,0,0,0
532,0,0,0,0
533,0,0,0,0
534,0,0,0,0
535,0,0,0,0
536,-156.72,-239.35,156.72,239.35
537,-1421.6,-1957.9,1421.6,1957.9
538,-4342.5,-5826.1,4342.5,5826.1
539,-6803.3,-8947.6,6803.3,8947.6
540,-8403.1,-11035,8403.1,11035
541,-7666.7,-10158,7666.7,10158
542,-5322.9,-7247.1,5322.9,7247.1
543,-1836.7,-2571.3,1836.7,2571.3
544,-191.04,-302.56,191.04,302.56
545,0,0,0,0
546,0,0,0,0
547,0,0,0,0
548,0,0,0,0
549,0,0,0,0
550,0,0,0,0
551,0,0,0,0
552,0,0,0,0
553,0,0,0,0
554,0,0,0,0
555,0,0,0,0
556,0,0,0,0
557,0,0,0,0
558,0,0,0,0
559,0,0,0,0
560,-202.81,-342.24,202.81,342.24
561,-2291.4,-3328.3,2291.4,3328.3
562,-6038.7,-8259.1,6038.7,8259.1
563,-6036.8,-7845.9,6036.8,7845.9
564,-4273.9,-5326.7,4273.9,5326.7
565,-2612,-3143.1,2612,3143.1
566,-1815.4,-2224.8,1815.4,2224.8
567,-944.71,-1195.3,944.71,1195.3
568,-146.31,-179.93,146.31,179.93
569,0,0,0,0
570,0,0,0,0
571,0,0,0,0
572,0,0,0,0
573,0,0,0,0
574,0,0,0,0
575,0,0,0,0
576,0,0,0,0
577,0,0,0,0
578,0,0,0,0
579,0,0,0,0
580,0,0,0,0
581,0,0,0,0
582,0,0,0,0
583,0,0,0,0
584,-165.61,-188.58,165.61,188.58
585,-738.64,-892.99,738.64,892.99
586,-1476.7,-1765.8,1476.7,1765.8
587,-1735.6,-1972.3,1735.6,1972.3
588,-1855.6,-2087.4,1855.6,2087.4
589,-1572.7,-1763.5,1572.7,1763.5
590,-1090.3,-1239.2,1090.3,1239.2
591,-649.18,-770.01,649.18,770.01
592,-144.42,-161.97,144.42,161.97
593,0,0,0,0
594,0,0,0,0
595,0,0,0,0
596,0,0,0,0
597,0,0,0,0
598,0,0,0,0
599,0,0,0,0
600,0,0,0,0
601,0,0,0,0
602,0,0,0,0
603,0,0,0,0
604,0,0,0,0
605,0,0,0,0
606,0,0,0,0
607,0,0,0,0
608,-142.04,-159.41,142.04,159.41
609,-688.34,-821.61,688.34,821.61
610,-1318.1,-1548,1318.1,1548
611,-1621.6,-1818.5,1621.6,1818.5
612,-1863.2,-2089.2,1863.2,2089.2
613,-2784.7,-3359.9,2784.7,3359.9
614,-3677.7,-4803.7,3677.7,4803.7
615,-2132.6,-2911.2,2132.6,2911.2
616,-360.42,-489.86,360.42,489.86
617,0,0,0,0
618,0,0,0,0
619,0,0,0,0
620,0,0,0,0
621,0,0,0,0
622,0,0,0,0
623,0,0,0,0
624,0,0,0,0
625,0,0,0,0
626,0,0,0,0
627,0,0,0,0
628,0,0,0,0
629,0,0,0,0
630,0,0,0,0
631,0,0,0,0
632,-397.6,-501.1,397.6,501.1
633,-1104.4,-1385.2,1104.4,1385.2
634,-2126.4,-2593.9,2126.4,2593.9
635,-2758.8,-3318,2758.8,3318
636,-3049.7,-3625.7,3049.7,3625.7
637,-2631.1,-3140.8,2631.1,3140.8
638,-1963,-2370.4,1963,2370.4
639,-1126.3,-1398.7,1126.3,1398.7
640,-335.23,-421.07,335.23,421.07
641,-17.13,-16.364,17.13,16.364
642,2.48E-13,-8.17E-13,-2.4819E-13,8.17214E-13
643,-2.11E-15,7.26E-15,2.10544E-15,-7.25966E-15
644,-5.11E-16,2.07E-15,5.10585E-16,-2.0744E-15
645,1.38E-29,0,-1.3847E-29,0
646,8.68E-32,0,-8.67843E-32,0
647,2.10E-32,0,-2.10459E-32,0
648,-1.23E-46,0,1.23188E-46,0
649,0,0,0,0
650,0,0,0,0
651,0,0,0,0
652,0,0,0,0
653,0,0,0,0
654,0,0,0,0
655,-28.691,-28.85,28.691,28.85
656,-189.21,-211.29,189.21,211.29
657,-764.99,-904.23,764.99,904.23
658,-1173,-1335.4,1173,1335.4
659,-1479,-1628.9,1479,1628.9
660,-1715.2,-1886,1715.2,1886
661,-1535.4,-1690.7,1535.4,1690.7
662,-1107.5,-1237.6,1107.5,1237.6
663,-633.53,-712.37,633.53,712.37
664,-264.28,-299.18,264.28,299.18
665,5.68E-14,-1.11E-13,-5.68434E-14,1.10816E-13
666,5.68E-14,5.97E-14,-5.68434E-14,-5.97138E-14
667,3.72E-14,9.31E-14,-3.72376E-14,-9.31444E-14
668,-1.10E-31,4.98E-29,1.09574E-31,-4.98498E-29
669,-6.42E-30,1.20E-29,6.42046E-30,-1.19844E-29
670,0,0,0,0
671,0,0,0,0
672,0,0,0,0
673,0,0,0,0
674,0,0,0,0
675,0,0,0,0
676,0,0,0,0
677,0,0,0,0
678,0,0,0,0
679,0,0,0,0
680,-143.85,-149.62,143.85,149.62
681,-734.95,-861.51,734.95,861.51
682,-1171.7,-1315.2,1171.7,1315.2
683,-1524.5,-1672.1,1524.5,1672.1
684,-1746.6,-1917.4,1746.6,1917.4
685,-1569,-1725,1569,1725
686,-1194.8,-1347.9,1194.8,1347.9
687,-671.93,-757.73,671.93,757.73
688,-190.72,-209.86,190.72,209.86
689,0,0,0,0
690,0,0,0,0
691,0,0,0,0
692,0,0,0,0
693,0,0,0,0
694,0,0,0,0
695,0,0,0,0
696,0,0,0,0
697,0,0,0,0
698,0,0,0,0
699,0,0,0,0
700,0,0,0,0
701,0,0,0,0
702,0,0,0,0
703,0,0,0,0
704,-170.07,-187.5,170.07,187.5
705,-790.09,-928.28,790.09,928.28
706,-1274.1,-1437.9,1274.1,1437.9
707,-1733.6,-1923.6,1733.6,1923.6
708,-2012.3,-2236.3,2012.3,2236.3
709,-1813.4,-2017.8,1813.4,2017.8
710,-1387.5,-1584.8,1387.5,1584.8
711,-797.25,-919.04,797.25,919.04
712,-216.14,-243.83,216.14,243.83
713,0,0,0,0
714,0,0,0,0
715,0,0,0,0
716,0,0,0,0
717,0,0,0,0
718,0,0,0,0
719,0,0,0,0
720,0,0,0,0
721,0,0,0,0
722,0,0,0,0
723,0,0,0,0
724,0,0,0,0
725,0,0,0,0
726,0,0,0,0
727,0,0,0,0
728,-207.6,-239.95,207.6,239.95
729,-880.75,-1041.7,880.75,1041.7
730,-1401.4,-1599.2,1401.4,1599.2
731,-1738.3,-1921.3,1738.3,1921.3
732,-2002.1,-2214.5,2002.1,2214.5
733,-1801.8,-1993.7,1801.8,1993.7
734,-1327.3,-1486.1,1327.3,1486.1
735,-772.5,-875.93,772.5,875.93
736,-226.09,-255.2,226.09,255.2
737,0,0,0,0
738,0,0,0,0
739,0,0,0,0
740,0,0,0,0
741,0,0,0,0
742,0,0,0,0
743,0,0,0,0
744,0,0,0,0
745,0,0,0,0
746,0,0,0,0
747,0,0,0,0
748,0,0,0,0
749,0,0,0,0
750,0,0,0,0
751,0,0,0,0
752,-261.61,-362.3,261.61,362.3
753,-1924.7,-2559.5,1924.7,2559.5
754,-4828.7,-6270.1,4828.7,6270.1
755,-6801.4,-8657.4,6801.4,8657.4
756,-7552.5,-9549.9,7552.5,9549.9
757,-6627.2,-8402.2,6627.2,8402.2
758,-5097.8,-6612.2,5097.8,6612.2
759,-2428,-3253,2428,3253
760,-364.34,-511.79,364.34,511.79
761,0,0,0,0
762,0,0,0,0
763,0,0,0,0
764,0,0,0,0
765,0,0,0,0
766,0,0,0,0
767,0,0,0,0
768,0,0,0,0
769,0,0,0,0
770,0,0,0,0
771,0,0,0,0
772,0,0,0,0
773,0,0,0,0
774,0,0,0,0
775,0,0,0,0
776,-107.89,-123.91,107.89,123.91
777,-810.59,-953.36,810.59,953.36
778,-1998.3,-2353.8,1998.3,2353.8
779,-2900.3,-3388.1,2900.3,3388.1
780,-3314,-3869.3,3314,3869.3
781,-3199.5,-3770,3199.5,3770
782,-2527.7,-3038.7,2527.7,3038.7
783,-1098.3,-1325.5,1098.3,1325.5
784,-160.04,-185.87,160.04,185.87
785,0,0,0,0
786,0,0,0,0
787,0,0,0,0
788,0,0,0,0
789,0,0,0,0
790,0,0,0,0
791,0,0,0,0
792,0,0,0,0
793,0,0,0,0
794,0,0,0,0
795,0,0,0,0
796,0,0,0,0
797,0,0,0,0
798,0,0,0,0
799,0,0,0,0
800,-440.74,-613.27,440.74,613.27
801,-2409.3,-3213.3,2409.3,3213.3
802,-5259.9,-6815,5259.9,6815
803,-7296.5,-9265,7296.5,9265
804,-8037.8,-10137,8037.8,10137
805,-7220.7,-9142.4,7220.7,9142.4
806,-5145.4,-6617.1,5145.4,6617.1
807,-2291.3,-2992.7,2291.3,2992.7
808,-425.29,-564.1,425.29,564.1
809,-9.68E-12,7.07E-13,9.67779E-12,-7.07109E-13
810,-1.43E-27,1.29E-28,1.43229E-27,-1.28548E-28
811,-2.20E-30,-1.97E-30,2.19569E-30,1.9694E-30
812,-2.20E-43,6.07E-44,2.20477E-43,-6.07156E-44
813,-5.35E-47,1.23E-48,5.35253E-47,-1.22674E-48
814,-8.90E-60,-1.43E-60,8.90108E-60,1.43164E-60
815,-2.21E-60,-4.16E-61,2.21134E-60,4.15844E-61
816,6.86E-64,-1.20E-65,-6.85942E-64,1.19533E-65
817,0,0,0,0
818,0,0,0,0
819,0,0,0,0
820,0,0,0,0
821,0,0,0,0
822,0,0,0,0
823,0,0,0,0
824,-313.95,-371.67,313.95,371.67
825,-922.58,-1083.2,922.58,1083.2
826,-2156.3,-2527.2,2156.3,2527.2
827,-3136.3,-3677.4,3136.3,3677.4
828,-3839.3,-4518.6,3839.3,4518.6
829,-3790.1,-4499.4,3790.1,4499.4
830,-3226.2,-3924,3226.2,3924
831,-1613.9,-2011,1613.9,2011
832,-276.61,-344.1,276.61,344.1
833,3.47E-12,-2.31E-12,-3.47148E-12,2.30876E-12
834,-1.84E-28,-5.02E-28,1.83592E-28,5.01827E-28
835,-4.10E-44,1.82E-44,4.10085E-44,-1.81913E-44
836,-2.14E-60,4.74E-61,2.13909E-60,-4.74107E-61
837,-5.80E-76,-4.07E-77,5.80016E-76,4.06568E-77
838,4.86E-80,-2.00E-80,-4.86404E-80,1.99779E-80
839,-3.99E-92,1.01E-93,3.99009E-92,-1.01404E-93
840,-1.39E-96,-2.25E-97,1.39297E-96,2.25261E-97
841,0,0,0,0
842,0,0,0,0
843,0,0,0,0
844,0,0,0,0
845,0,0,0,0
846,0,0,0,0
847,0,0,0,0
848,-456.38,-659.44,456.38,659.44
849,-2752.9,-3692.4,2752.9,3692.4
850,-5518.7,-7109.6,5518.7,7109.6
851,-6777.1,-8492,6777.1,8492
852,-6289.3,-7718.9,6289.3,7718.9
853,-4361,-5253,4361,5253
854,-2347.8,-2753.6,2347.8,2753.6
855,-1083.3,-1270.1,1083.3,1270.1
856,-216.19,-253.09,216.19,253.09
857,0,0,0,0
858,0,0,0,0
859,0,0,0,0
860,0,0,0,0
